Samples,Neftel,Garofano,ALA_sig_UCell,GPM_UCell,MTC_UCell,NEU_UCell,PPR_UCell,MES2_UCell,MES1_UCell,AC_UCell,OPC_UCell,NPC1_UCell,NPC2_UCell,Injury_UCell,Developmental_UCell
MGH104_P5_D06,AC,MTC,0.131784392,0.046980392,0.124470588,0,0.079869281,0.187849673,0.318320261,0.551666667,0.208705882,0.164653595,0.104614379,0.270656592,0.252694785
MGH104_P5_D08,AC,GPM,0.126597884,0.063673203,0.148444444,0.017133333,0,0.231267974,0.362784314,0.599933333,0.261098039,0.161189542,0.112294118,0.282461235,0.260941718
MGH104_P5_D09,AC,MTC,0.129189153,0.058313725,0.141267974,0.01752,0.054901961,0.154496732,0.328647059,0.699075,0.25775817,0.138522876,0.097620915,0.267470434,0.26843047
MGH104_P5_D10,AC,PPR,0.113648148,0.054013072,0.119803922,0,0.163267974,0.124385621,0.143908497,0.493466667,0.235052288,0.164156863,0.077196078,0.26861279,0.253267894
MGH104_P5_D12,AC,PPR,0.115156085,0.025568627,0.143647059,0.017133333,0.175398693,0.201581699,0.273555556,0.4684,0.179019608,0.202555556,0.110052288,0.268180464,0.246283231
MGH104_P5_E02,AC,MTC,0.12014418,0.030039216,0.200379085,0,0.059712418,0.211411765,0.254379085,0.61575,0.21548366,0.139444444,0.064437908,0.270760403,0.252373211
MGH104_P5_E04,AC,PPR,0.107103175,0.05930719,0.12475817,0,0.074718954,0.224169935,0.206039216,0.60995,0.246797386,0.150823529,0.070575163,0.267024529,0.253722393
MGH104_P5_E07,AC,MTC,0.109433862,0.050392157,0.16145098,0.023213333,0.051816993,0.230797386,0.14675817,0.542441667,0.204405229,0.16172549,0.096405229,0.265063951,0.251306748
MGH104_P5_E09,AC,MTC,0.114541005,0.03054902,0.160601307,0.03348,0.057333333,0.164235294,0.163437908,0.49155,0.240261438,0.180653595,0.079816993,0.265956198,0.241615031
MGH104_P5_E11,AC,PPR,0.109993386,0.052745098,0.065320261,0,0.158816993,0.135830065,0.190699346,0.459358333,0.212810458,0.111947712,0.070300654,0.272248795,0.253637526
MGH104_P5_E12,AC,PPR,0.115843915,0.034065359,0.198640523,0.017746667,0.10420915,0.174771242,0.322235294,0.584916667,0.205915033,0.120797386,0.065045752,0.273082348,0.243645706
MGH104_P5_F01,AC,PPR,0.122035714,0.037359477,0.182928105,0,0.137947712,0.213620915,0.27148366,0.488475,0.157267974,0.116006536,0.081163399,0.267818222,0.242362474
MGH104_P5_F02,AC,PPR,0.116431217,0.027673203,0.184601307,0.02664,0.105222222,0.183437908,0.199333333,0.619058333,0.300143791,0.18151634,0.072823529,0.267784494,0.250198364
MGH104_P5_F04,AC,MTC,0.116003968,0.045333333,0.184392157,0.02596,0.043294118,0.163150327,0.208352941,0.59155,0.239542484,0.135986928,0.062437908,0.266598336,0.25547546
MGH104_P5_F05,AC,MTC,0.125757937,0.027594771,0.147418301,0.02736,0.074379085,0.249006536,0.303915033,0.6001,0.213372549,0.15475817,0.088614379,0.27022777,0.261171779
MGH104_P5_F06,AC,MTC,0.114551587,0.02945098,0.186150327,0,0.050183007,0.155,0.048411765,0.58585,0.276156863,0.212823529,0.075470588,0.265704774,0.263580266
MGH104_P5_F08,AC,PPR,0.113034392,0.029973856,0.064993464,0,0.059437908,0.144718954,0.188169935,0.429758333,0.239294118,0.176830065,0.087823529,0.268736312,0.259694274
MGH104_P5_F10,AC,MTC,0.107187831,0.01675817,0.188150327,0,0.033477124,0.151013072,0.124052288,0.52355,0.236457516,0.186490196,0.083169935,0.266416995,0.255082822
MGH104_P5_F12,AC,PPR,0.111910053,0.028418301,0.147228758,0,0.089679739,0.210594771,0.152117647,0.452375,0.197555556,0.174366013,0.073470588,0.269068331,0.252631391
MGH104_P5_G03,AC,PPR,0.101599206,0.02545098,0.147124183,0,0.147973856,0.168718954,0.160915033,0.589691667,0.23448366,0.17430719,0.038607843,0.26448445,0.244320041
MGH104_P5_G04,AC,MTC,0.127687831,0.03448366,0.11530719,0,0.032718954,0.229013072,0.42369281,0.427183333,0.184928105,0.11903268,0.056137255,0.280244415,0.242197342
MGH104_P5_G06,AC,PPR,0.103531746,0.041346405,0.106431373,0,0.094732026,0.212529412,0.261470588,0.551975,0.239797386,0.17630719,0.075555556,0.26765922,0.2456682
MGH104_P5_G08,AC,PPR,0.108486772,0.028614379,0.110575163,0,0.102875817,0.175830065,0.239830065,0.560941667,0.187189542,0.134418301,0.073137255,0.268717039,0.250204499
MGH104_P5_G10,AC,MTC,0.118582011,0.042379085,0.151058824,0,0.061071895,0.225640523,0.152104575,0.4423,0.179431373,0.169078431,0.081379085,0.268196233,0.242765849
MGH104_P5_H01,AC,MTC,0.106272487,0.035686275,0.179869281,0,0.056444444,0.166993464,0.168379085,0.552166667,0.275424837,0.196143791,0.063555556,0.26613929,0.243892127
MGH104_P5_H02,AC,PPR,0.11926455,0.047915033,0.194019608,0,0.063071895,0.210183007,0.32245098,0.659466667,0.246666667,0.156928105,0.080078431,0.274086728,0.245708589
MGH104_P5_H03,AC,MTC,0.111294974,0.041006536,0.191215686,0.018613333,0.03148366,0.197078431,0.307581699,0.4918,0.241751634,0.128379085,0.077026144,0.27386947,0.247010225
MGH104_P5_H04,AC,GPM,0.120690476,0.019803922,0.120013072,0.017573333,0.080392157,0.220784314,0.235411765,0.578633333,0.188986928,0.116640523,0.03469281,0.268541393,0.252586401
MGH104_P5_H05,AC,MTC,0.122537037,0.038562092,0.201843137,0,0.024326797,0.230830065,0.34251634,0.4482,0.195869281,0.093712418,0.051843137,0.274901445,0.244283742
MGH104_P5_H07,AC,PPR,0.116720899,0.057254902,0.070130719,0,0.098267974,0.233352941,0.291542484,0.4433,0.127562092,0.091130719,0.050666667,0.276822164,0.240297546
MGH104_P5_H09,AC,MTC,0.110092593,0.038575163,0.22496732,0.0234,0.095071895,0.148718954,0.292437908,0.354833333,0.140339869,0.118647059,0.088705882,0.267554972,0.23542638
MGH104_P6_A02,AC,PPR,0.110769841,0.029418301,0.229973856,0,0.067836601,0.154960784,0.259130719,0.4969,0.164039216,0.135261438,0.067581699,0.270669295,0.240243354
MGH104_P6_A04,AC,MTC,0.117354497,0.065934641,0.134248366,0.018613333,0.120254902,0.216470588,0.417196078,0.642533333,0.237464052,0.148666667,0.061477124,0.281333771,0.250284765
MGH104_P6_A05,AC,PPR,0.114003968,0,0.078464052,0,0.092052288,0.203039216,0.223013072,0.362233333,0.150222222,0.120313725,0.045503268,0.27109505,0.250109918
MGH104_P6_A06,AC,MTC,0.113787037,0.047346405,0.180346405,0.02604,0.082411765,0.125346405,0.182686275,0.41415,0.206562092,0.156588235,0.046653595,0.267248357,0.255610429
MGH104_P6_A08,AC,PPR,0.127558201,0.03179085,0.152437908,0,0.11854902,0.174588235,0.094352941,0.214933333,0.143058824,0.139150327,0.089163399,0.266271572,0.258924847
MGH104_P6_A10,AC,PPR,0.107656085,0.050444444,0.114862745,0,0.165320261,0.124627451,0.141666667,0.623,0.277836601,0.202150327,0.097411765,0.269471748,0.251853783
MGH104_P6_A11,AC,MTC,0.10787037,0.027679739,0.128810458,0.02076,0.04475817,0.168431373,0.171947712,0.589791667,0.233836601,0.198797386,0.091856209,0.26656636,0.257075153
MGH104_P6_A12,AC,PPR,0.113042328,0.023699346,0.149143791,0,0.119862745,0.201071895,0.197973856,0.41245,0.192653595,0.117045752,0.045202614,0.267319755,0.244212168
MGH104_P6_B01,AC,PPR,0.117363757,0.035973856,0.16727451,0,0.058248366,0.205843137,0.303777778,0.633508333,0.216666667,0.143542484,0.05369281,0.271085414,0.25445501
MGH104_P6_B06,AC,MTC,0.130472222,0.055228758,0.151424837,0,0.034026144,0.207993464,0.358385621,0.664033333,0.20730719,0.172326797,0.08379085,0.268728866,0.261944274
MGH104_P6_B07,AC,MTC,0.114587302,0.039071895,0.093803922,0.02496,0.043385621,0.200581699,0.319732026,0.604633333,0.204640523,0.142960784,0.082352941,0.274310118,0.253852761
MGH104_P6_B08,AC,MTC,0.107137566,0.030588235,0.156052288,0,0.03303268,0.142019608,0.118666667,0.511216667,0.289856209,0.183633987,0.063091503,0.266717039,0.246545501
MGH104_P6_B11,AC,MTC,0.133798942,0.042058824,0.207986928,0.027453333,0.020575163,0.262764706,0.160614379,0.518725,0.262398693,0.194986928,0.096176471,0.268687692,0.252969325
MGH104_P6_C01,AC,MTC,0.118407407,0.056470588,0.158431373,0,0.102104575,0.149921569,0.209215686,0.483025,0.191973856,0.130496732,0.115503268,0.26464827,0.243829755
MGH104_P6_C03,AC,MTC,0.101359788,0.032124183,0.107607843,0.018853333,0.048751634,0.138660131,0.097084967,0.570291667,0.247392157,0.225830065,0.133071895,0.265823478,0.26323773
MGH104_P6_C04,AC,MTC,0.120550265,0.020875817,0.132405229,0.021573333,0.038372549,0.191372549,0.111921569,0.474991667,0.243071895,0.235058824,0.123869281,0.268943495,0.250473415
MGH104_P6_C05,AC,GPM,0.124437831,0.067503268,0.149581699,0.017986667,0.028901961,0.168509804,0.333581699,0.6586,0.242614379,0.151843137,0.099921569,0.273447657,0.259183027
MGH104_P6_C06,AC,MTC,0.127123016,0.041777778,0.157941176,0,0.022928105,0.205424837,0.240784314,0.651166667,0.259045752,0.178633987,0.075163399,0.268341656,0.252459611
MGH104_P6_C08,AC,MTC,0.12359127,0.045555556,0.150470588,0,0.049267974,0.236418301,0.304313725,0.567683333,0.238065359,0.159477124,0.082104575,0.271104249,0.243482618
MGH104_P6_C09,AC,MTC,0.126708995,0.057784314,0.152895425,0.01944,0.067830065,0.205254902,0.336993464,0.645125,0.22224183,0.174751634,0.105575163,0.274194481,0.250398262
MGH104_P6_C10,AC,MTC,0.119063492,0.026522876,0.161281046,0,0.029934641,0.116581699,0.189464052,0.706258333,0.208895425,0.180503268,0.060542484,0.268432764,0.253854294
MGH104_P6_C11,AC,PPR,0.113716931,0.034941176,0.152039216,0,0.12479085,0.189699346,0.311908497,0.571116667,0.184712418,0.153947712,0.101555556,0.268605782,0.246761247
MGH104_P6_D01,AC,PPR,0.108013228,0.034666667,0.179986928,0,0.117372549,0.170235294,0.238777778,0.47895,0.217281046,0.165431373,0.116947712,0.268534385,0.251280675
MGH104_P6_D03,AC,MTC,0.12732672,0.033777778,0.12951634,0.016573333,0.076954248,0.157908497,0.16224183,0.6573,0.214091503,0.144771242,0.084627451,0.268670609,0.26631544
MGH104_P6_D05,AC,PPR,0.105298942,0.02248366,0.132457516,0,0.134183007,0.172810458,0.098784314,0.574083333,0.346941176,0.186222222,0.051503268,0.261194919,0.253416667
MGH104_P6_D06,AC,MTC,0.111806878,0.027490196,0.157908497,0.020413333,0.068849673,0.160627451,0.186771242,0.502983333,0.232843137,0.178496732,0.077712418,0.267339466,0.250114519
MGH104_P6_D08,AC,MTC,0.109398148,0.026091503,0.16730719,0.029346667,0.022444444,0.377503268,0.251673203,0.46275,0.16648366,0.130196078,0.127699346,0.270678931,0.243604294
MGH104_P6_D09,AC,MTC,0.110149471,0.040065359,0.120875817,0,0.024993464,0.166843137,0.152169935,0.52425,0.265764706,0.233607843,0.083588235,0.270852387,0.252906442
MGH104_P6_D10,AC,PPR,0.104884921,0.031189542,0.191607843,0,0.199712418,0.137816993,0.183150327,0.53355,0.232176471,0.18475817,0.077594771,0.266664039,0.246101738
MGH104_P6_E02,AC,PPR,0.114907407,0.043594771,0.176248366,0,0.089647059,0.177751634,0.210013072,0.6844,0.252366013,0.156339869,0.063647059,0.268906702,0.247716258
MGH104_P6_E03,AC,MTC,0.11121164,0.044117647,0.158013072,0.022053333,0.034732026,0.145679739,0.208398693,0.549816667,0.247437908,0.20124183,0.080366013,0.270792816,0.254177914
MGH104_P6_E04,AC,MTC,0.109402116,0.049882353,0.180013072,0,0.037843137,0.159320261,0.30624183,0.63625,0.209699346,0.155843137,0.085712418,0.271208936,0.254551125
MGH104_P6_E05,AC,MTC,0.116063492,0.034496732,0.12554902,0,0.044431373,0.255777778,0.296535948,0.440175,0.171372549,0.125732026,0.081477124,0.272489269,0.243195808
MGH104_P6_E07,AC,PPR,0.117496032,0.04603268,0.154986928,0.022293333,0.074705882,0.187071895,0.190849673,0.527283333,0.272352941,0.19445098,0.067509804,0.266143671,0.247518916
MGH104_P6_E08,AC,MTC,0.109531746,0.040980392,0.14903268,0,0.041124183,0.128320261,0.209346405,0.58905,0.238901961,0.155294118,0.059098039,0.265808147,0.259009202
MGH104_P6_E09,AC,PPR,0.109730159,0.04775817,0.120117647,0.02804,0.143647059,0.175712418,0.131529412,0.51335,0.253627451,0.159699346,0.111281046,0.263462549,0.25693047
MGH104_P6_E10,AC,PPR,0.116661376,0.024666667,0.101124183,0,0.240509804,0.161921569,0.241803922,0.42005,0.195594771,0.212745098,0.131529412,0.272378011,0.245775562
MGH104_P6_E11,AC,PPR,0.121777778,0.086522876,0.173058824,0.024346667,0.075647059,0.181411765,0.322614379,0.5294,0.18551634,0.148477124,0.094281046,0.268998686,0.2395818
MGH104_P6_F01,AC,MTC,0.107854497,0.039921569,0.218444444,0.017493333,0.063477124,0.171437908,0.227954248,0.5239,0.241627451,0.178326797,0.081947712,0.267376259,0.242525051
MGH104_P6_F02,AC,PPR,0.109441799,0.019869281,0.140215686,0,0.060797386,0.171947712,0.161869281,0.608383333,0.219699346,0.171816993,0.084732026,0.265863338,0.244797546
MGH104_P6_F03,AC,MTC,0.118792328,0.030947712,0.113856209,0.023466667,0.056235294,0.25372549,0.202300654,0.554233333,0.248901961,0.223169935,0.11951634,0.268828296,0.244771472
MGH104_P6_F04,AC,PPR,0.100502646,0.034915033,0.152215686,0.024786667,0.073137255,0.12054902,0.103490196,0.4196,0.194111111,0.200797386,0.124915033,0.263145861,0.241656953
MGH104_P6_F05,AC,MTC,0.11381746,0.039150327,0.152522876,0,0.028895425,0.214732026,0.366111111,0.581175,0.201647059,0.136496732,0.096496732,0.271950942,0.246364519
MGH104_P6_F06,AC,MTC,0.118449735,0.05079085,0.171777778,0.025946667,0.042104575,0.203137255,0.334705882,0.530991667,0.161346405,0.143529412,0.08530719,0.274763907,0.245562883
MGH104_P6_F10,AC,PPR,0.115289683,0.030052288,0.204431373,0,0.102130719,0.190843137,0.227437908,0.521783333,0.244026144,0.142875817,0.080640523,0.271004818,0.242906442
MGH104_P6_F12,AC,MTC,0.127246032,0.063411765,0.188254902,0,0.054673203,0.188424837,0.188,0.511083333,0.218156863,0.182320261,0.084901961,0.267405607,0.243721881
MGH104_P6_G01,AC,MTC,0.11007672,0.062777778,0.142470588,0.026413333,0.023091503,0.181712418,0.222862745,0.55655,0.325856209,0.221816993,0.047816993,0.269038984,0.252500511
MGH104_P6_G02,AC,MTC,0.120437831,0.018862745,0.187150327,0,0.060392157,0.265437908,0.287901961,0.574341667,0.15203268,0.076627451,0.082424837,0.270717039,0.241485685
MGH104_P6_G03,AC,MTC,0.124384921,0.042640523,0.104490196,0,0.070235294,0.138764706,0.125294118,0.571925,0.208908497,0.204169935,0.131810458,0.268429698,0.262255112
MGH104_P6_G04,AC,MTC,0.11657672,0.053843137,0.156366013,0.028266667,0.043594771,0.207705882,0.356196078,0.500641667,0.205320261,0.137869281,0.066196078,0.274416995,0.240333845
MGH104_P6_G06,AC,MTC,0.126219577,0.047176471,0.088562092,0.023746667,0.073568627,0.222379085,0.38724183,0.544191667,0.148039216,0.103124183,0.086732026,0.271205431,0.256413599
MGH104_P6_G07,AC,MTC,0.106798942,0.02469281,0.179503268,0.02312,0.048431373,0.131529412,0.174588235,0.55745,0.260869281,0.18124183,0.08303268,0.267905388,0.245896728
MGH104_P6_G09,AC,MTC,0.110137566,0.033960784,0.082091503,0,0.047699346,0.170169935,0.184928105,0.5065,0.21379085,0.160509804,0.089562092,0.269206746,0.246039877
MGH104_P6_G10,AC,PPR,0.108731481,0.048326797,0.185457516,0,0.059444444,0.151764706,0.120562092,0.570733333,0.263424837,0.16069281,0.070091503,0.267689882,0.258497955
MGH104_P6_G11,AC,PPR,0.111171958,0.035071895,0.208470588,0,0.039385621,0.179568627,0.199163399,0.462633333,0.160143791,0.172,0.078993464,0.268918966,0.244157464
MGH104_P6_G12,AC,MTC,0.122174603,0.060470588,0.13575817,0,0,0.210555556,0.224915033,0.58075,0.182895425,0.140640523,0.077169935,0.269968463,0.255968814
MGH104_P6_H01,AC,MTC,0.103260582,0.053398693,0.227183007,0,0.049320261,0.194934641,0.220346405,0.470575,0.234196078,0.137882353,0.067633987,0.266355672,0.237197342
MGH104_P6_H06,AC,MTC,0.128238095,0.032816993,0.169058824,0.022773333,0.05324183,0.187895425,0.314261438,0.492508333,0.168856209,0.112366013,0.102797386,0.267178274,0.238775051
MGH104_P6_H09,AC,PPR,0.105415344,0.035333333,0.174653595,0,0.075529412,0.146718954,0.200888889,0.532266667,0.206986928,0.137470588,0.07475817,0.265494525,0.24395501
MGH104_P6_H10,AC,MTC,0.125847884,0.042405229,0.208666667,0,0.033901961,0.196392157,0.316052288,0.672383333,0.197431373,0.202437908,0.070150327,0.269593079,0.250969325
MGH104negP2_A01,AC,PPR,0.113910053,0.027359477,0.201385621,0,0.081738562,0.218921569,0.233300654,0.620333333,0.246555556,0.132222222,0.074679739,0.267151993,0.250179448
MGH104negP2_A03,AC,PPR,0.111137566,0.050875817,0.197764706,0,0.093150327,0.197888889,0.275803922,0.6084,0.220124183,0.143137255,0.088496732,0.270518178,0.244497444
MGH104negP2_A04,AC,MTC,0.110021164,0.028496732,0.264803922,0,0.044248366,0.165058824,0.295503268,0.54845,0.138267974,0.110470588,0.083261438,0.26739816,0.232116564
MGH104negP2_A05,AC,MTC,0.119108466,0.027660131,0.17351634,0.020293333,0.033908497,0.236901961,0.259019608,0.528391667,0.173888889,0.152026144,0.100470588,0.270934735,0.244225971
MGH104negP2_A07,AC,MTC,0.110343915,0.055620915,0.169503268,0,0.041830065,0.190026144,0.148117647,0.579316667,0.264418301,0.178928105,0.065973856,0.268762593,0.250601227
MGH104negP2_A11,AC,MTC,0.120796296,0.049424837,0.180915033,0,0.076718954,0.18151634,0.269869281,0.524816667,0.23448366,0.214888889,0.115464052,0.270097678,0.250654908
MGH104negP2_A12,AC,PPR,0.110832011,0.049189542,0.160718954,0.017533333,0.109098039,0.212784314,0.387908497,0.508816667,0.17472549,0.094522876,0.069071895,0.271817784,0.23667229
MGH104negP2_B01,AC,PPR,0.102780423,0.033437908,0.199816993,0,0.061895425,0.196614379,0.216163399,0.553933333,0.242797386,0.179267974,0.068823529,0.264464301,0.256873211
MGH104negP2_B02,AC,MTC,0.112161376,0.018928105,0.154418301,0,0.066130719,0.183176471,0.170392157,0.490958333,0.145424837,0.134522876,0.053588235,0.268011827,0.237751534
MGH104negP2_B03,AC,PPR,0.116484127,0.06130719,0.14730719,0.023933333,0.079071895,0.183189542,0.319117647,0.443166667,0.184947712,0.193045752,0.092339869,0.270846693,0.247014315
MGH104negP2_B05,AC,MTC,0.116133598,0.049124183,0.136993464,0.027186667,0.04427451,0.182156863,0.264183007,0.586325,0.26369281,0.165248366,0.066039216,0.270324135,0.246030675
MGH104negP2_B06,AC,MTC,0.110066138,0.03330719,0.181470588,0,0.027019608,0.183705882,0.089908497,0.53975,0.207281046,0.166588235,0.086104575,0.265366623,0.250206033
MGH104negP2_B08,AC,MTC,0.123772487,0.052065359,0.169947712,0.020306667,0.026803922,0.213477124,0.303568627,0.649283333,0.271431373,0.224954248,0.121620915,0.268173456,0.256377812
MGH104negP2_B10,AC,MTC,0.149124339,0.024732026,0.172169935,0.019626667,0.055529412,0.215901961,0.255921569,0.407175,0.183947712,0.135098039,0.078169935,0.268607972,0.244698875
MGH104negP2_B11,AC,PPR,0.124978836,0.035555556,0.201836601,0,0.058143791,0.147084967,0.199921569,0.521783333,0.20479085,0.171254902,0.094261438,0.269326325,0.243950409
MGH104negP2_C03,AC,MTC,0.107886243,0.028261438,0.173712418,0,0.043555556,0.162228758,0.24151634,0.53555,0.22627451,0.193568627,0.073542484,0.26612615,0.244265849
MGH104negP2_C04,AC,MTC,0.108186508,0.030901961,0.30075817,0.023493333,0.13048366,0.129503268,0.200908497,0.448475,0.173882353,0.118660131,0.107843137,0.266277705,0.246449387
MGH104negP2_C09,AC,MTC,0.124361111,0.055934641,0.131437908,0,0.023581699,0.228849673,0.369888889,0.5636,0.203738562,0.137320261,0.100718954,0.281419185,0.241333845
MGH104negP2_C11,AC,PPR,0.113380952,0.034379085,0.203764706,0,0.044640523,0.152901961,0.259679739,0.642983333,0.19475817,0.137568627,0.061189542,0.267560666,0.251758691
MGH104negP2_D01,AC,MTC,0.111546296,0.035614379,0.152019608,0.02924,0.04051634,0.193196078,0.269169935,0.611183333,0.219058824,0.176313725,0.088705882,0.274053,0.244586401
MGH104negP2_D02,AC,MTC,0.115291005,0.074444444,0.182771242,0,0.077718954,0.297084967,0.346065359,0.641108333,0.222797386,0.112797386,0.058888889,0.274219886,0.249056748
MGH104negP2_D03,AC,PPR,0.108244709,0.04054902,0.165771242,0,0.049986928,0.12827451,0.112653595,0.513083333,0.284535948,0.239346405,0.057228758,0.267158125,0.25670092
MGH104negP2_D04,AC,MTC,0.135171958,0.082444444,0.149934641,0,0.025058824,0.471738562,0.377888889,0.455025,0.119751634,0.075712418,0.079712418,0.276282523,0.252519939
MGH104negP2_D07,AC,MTC,0.140218254,0.05924183,0.176980392,0,0.044117647,0.219908497,0.195581699,0.648125,0.292627451,0.265986928,0.125712418,0.274767411,0.256214213
MGH104negP2_D08,AC,MTC,0.123998677,0.034568627,0.224856209,0.030106667,0.063215686,0.154509804,0.183359477,0.381366667,0.211006536,0.176954248,0.062183007,0.26847788,0.259009202
MGH104negP2_D12,AC,PPR,0.108174603,0.040588235,0.167019608,0,0.097660131,0.183320261,0.242281046,0.490283333,0.198183007,0.184294118,0.090856209,0.270930355,0.244437117
MGH104negP2_E01,AC,MTC,0.117927249,0.051620915,0.186261438,0,0.029398693,0.215470588,0.293039216,0.56285,0.20972549,0.165392157,0.084751634,0.270975909,0.240066973
MGH104negP2_E02,AC,GPM,0.116838624,0.038718954,0.137071895,0.033386667,0.061601307,0.286196078,0.173960784,0.465525,0.133320261,0.150575163,0.098496732,0.270259308,0.260695808
